Item;Ratings
B0000U1NFG;1
B0000U1NG0;3
B0000U3CJ6;7
B0000UHCJ2;1
B0000UHFIK;1
B0000UJLJ6;2
B0000UJM9U;2
B0000UX60G;1
B0000V1CT2;1
B0000V6SG4;5
B0000V86MI;1
B0000V8G32;1
B0000V8I1W;2
B0000VAWOS;1
B0000VBUP8;7
B0000VBUPI;1
B0000VD12S;1
B0000VEK8C;3
B0000VJFRI;2
B0000VJFVY;1
B0000VLSRS;4
B0000VLSSM;2
B0000VM3XQ;5
B0000VM40I;2
B0000VM50W;4
B0000VV4T0;1
B0000VV52G;1
B0000W3YNI;8
B0000W3Z0U;1
B0000WDXHA;1
B0000WODSS;11
B0000WOEFU;3
B0000WOEGE;6
B0000WOEGO;5
B0000WOEGY;13
B0000WR57Y;2
B0000WR5DS;1
B0000WR5EW;10
B0000WRVK0;7
B0000WS0QO;2
B0000WS0RI;35
B0000WS0SC;45
B0000WS2IA;3
B0000WS42E;1
B0000WS42O;2
B0000WS42Y;7
B0000WS5FK;3
B0000WS5UA;1
B0000WS6Q8;8
B0000WS6QI;76
B0000WS6UO;5
B0000WS6UY;5
B0000WS6V8;8
B0000WS6VI;5
B0000WS7NU;1
B0000WSA4Q;16
B0000X2DPM;1
B0000X7KF0;1
B0000X81WQ;1
B0000X977E;1
B0000Y2XFG;1
B0000Y2XKG;1
B0000YB7RG;7
B0000YECNC;3
B0000YEE7G;3
B0000YHO7I;1
B0000YRITW;2
B0000YT624;1
B0000YTJ1M;8
B0000YTJ1W;12
B0000YTPJ8;1
B0000YWHT8;2
B0000Z7ZVW;1
B0000Z7ZWG;1
B0000ZH11G;2
B00011CSYE;5
B00011KLJ8;2
B00011ME84;4
B00011ME8Y;3
B00011MEAM;5
B00011MK4W;2
B00011SHWG;1
B00011SJM4;1
B00011SJMO;2
B00011V822;3
B00012F6EM;1
B00012FXFO;1
B00012O7WY;2
B00012OVYI;3
B00012PMPA;1
B00012QLOG;1
B00012QM04;5
B00012UM1O;3
B00013B2GW;1
B00013BMT4;7
B00013BMU8;1
B00013BMUS;1
B00013BMVM;4
B00013BMVW;2
B00013BMW6;3
B00013BNFC;5
B00013BOBA;1
B00013D3VY;1
B00013D46S;3
B00013D4CW;1
B00013D4NG;1
B00013D4XG;1
B00013I4O0;1
B00013NDZ0;8
B00013TBQ0;5
B00013TBQA;2
B00013TBQK;3
B00013UTZW;1
B000140I0W;8
B000140I16;1
B00014AQ6I;2
B00014AQA4;1
B00014AQYU;3
B00014AURI;5
B00014CKUS;2
B00014DGQK;1
B00014DGRE;1
B00014X7XC;1
B00014X87W;1
B0001597KI;5
B00015G8KA;9
B00015GYL8;2
B00015HRXC;3
B00015HVOC;2
B00015T67C;1
B00015T67M;2
B00015V59O;3
B00015VVHK;2
B00015YVKO;2
B00015YVUY;1
B00015YW4O;1
B00015YW58;2
B00015YW62;3
B00016517A;2
B000165648;5
B0001659C2;1
B0001659CC;2
B000165DSM;147
B000165DT6;1
B000165EQ8;12
B000165LH0;2
B00016HY16;5
B00016XMWQ;2
B00016ZKNK;1
B000174LOI;1
B000174LU2;5
B000174LUC;4
B00017LVVE;1
B0001859QQ;1
B000189NIG;2
B000189NS6;6
B000189NSQ;11
B000189NUY;27
B000189NV8;4
B000189NWC;13
B000189NYU;13
B000189NZY;31
B000189O12;8
B000189O1C;16
B000189X68;2
B000189YBW;10
B000189YD0;166
B000189YDA;1
B00018CXV0;9
B00018D2WE;1
B00018D3LO;5
B00018D3U0;1
B00018D3ZU;3
B00018D4F4;1
B00018D59Y;5
B00018D5SU;1
B00018D5TE;1
B00018D5TO;2
B00018MSOW;3
B00018Q4I8;1
B00018QGPE;1
B00018QIS4;5
B00018TKAW;5
B00018U8SK;1
B00018U9YS;2
B00018ZYBG;6
B0001902EE;9
B0001906RW;1
B0001926RU;2
B0001974OK;1
B000197KIA;1
B000198C14;2
B00019EYNE;1
B00019EYNY;1
B00019FOCO;5
B00019MMZG;4
B00019P6P4;5
B00019PCTY;1
B00019PDPW;2
B00019PDQ6;3
B00019PDSO;1
B00019PDSY;2
B0001A9C5I;18
B0001A9MZS;2
B0001ABC9W;3
B0001ACK2K;21
B0001ACK5W;2
B0001ACMXW;25
B0001AEVH2;2
B0001AEVOK;2
B0001AGOP4;1
B0001AP0HC;2
B0001ARCFA;352
B0001AV5A8;3
B0001AVUXA;13
B0001AVYCW;6
B0001AVYV8;2
B0001AVZ6W;2
B0001AW0HK;3
B0001AXQHS;2
B0001B56UW;2
B0001BFDAU;3
B0001BGV6K;4
B0001BRO84;1
B0001BRO8Y;5
B0001BRO98;1
B0001BROAM;2
B0001BS406;1
B0001BS4TM;1
B0001C9YP4;1
B0001C9YPE;1
B0001CCX8O;3
B0001CCX9I;2
B0001CCXE8;1
B0001CCXU2;1
B0001CCY06;2
B0001CJ8KU;9
B0001CLZQ0;3
B0001CM0B4;1
B0001D0G3M;2
B0001D0G46;2
B0001DBZNM;52
B0001DCBXU;1
B0001DD0DK;2
B0001DHQM6;2
B0001DMPVI;19
B0001E5GZY;1
B0001E8D0Y;1
B0001EFU0U;2
B0001EFU3W;2
B0001EJ3JY;3
B0001ENX2M;1
B0001ENX7C;5
B0001ENX7M;2
B0001ENXX6;4
B0001ENY80;2
B0001EQHNE;2
B0001FACIY;4
B0001FPQXU;40
B0001FT2QM;1
B0001FTVD6;67
B0001FUI2O;1
B0001FVERC;1
B0001FVEUE;2
B0001FVEZY;1
B0001FYR30;7
B0001FYRAS;4
B0001FYRBC;3
B0001FYRBM;1
B0001FYRD0;2
B0001FYRDA;2
B0001FYRQM;2
B0001GJC48;2
B0001GNZNM;1
B0001GV2N2;1
B0001HA8W2;1
B0001HN2TS;1
B0001HN5OK;1
B0001HN5S6;2
B0001HOXL4;4
B0001HQ2UY;1
B0001HZ8ZO;1
B0001I1JY2;1
B0001I2C7A;1
B0001I2F04;5
B0001I54K2;2
B0001I54LG;3
B0001I54M0;1
B0001I56DW;4
B0001I56GE;4
B0001IN06C;1
B0001IN0GW;2
B0001IN0QC;2
B0001IQPZK;13
B0001IQPZU;1
B0001IW4JG;1
B0001IXRRY;2
B0001IXRTC;2
B0001K2K0C;2
B0001K2S6S;5
B0001K2S7M;5
B0001K5SU6;2
B0001KJG18;1
B0001KL4L8;2
B0001KL5K8;2
B0001KOR6M;1
B0001L09M2;1
B0001LGF5C;2
B0001LJBT4;2
B0001LNO06;1
B0001LO2YI;1
B0001LO2YS;7
B0001LV4IK;6
B0001LYG8K;2
B0001LYGGC;3
B0001LYGSA;1
B0001MDPC2;2
B0001MDPFY;1
B0001MDPN6;4
B0001MHYLA;8
B0001MHYLK;9
B0001MHYLU;2
B0001MHZKA;3
B0001MHZKK;1
B0001MHZL4;3
B0001MHZLE;3
B0001MHZLO;2
B0001MHZMS;3
B0001MHZN2;9
B0001MHZNC;2
B0001MLIOE;16
B0001MMG9U;1
B0001MMGAO;3
B0001MQW8Q;4
B0001MR02S;3
B0001MRHGM;10
B0001MRHHQ;2
B0001MS36K;2
B0001MZ7IM;1
B0001MZ7LO;2
B0001N1O6K;2
B0001N1ORO;2
B0001N5894;3
B0001N6M58;2
B0001N6NCK;5
B0001N7SWE;11
B0001N9ZDE;2
B0001NBHI0;1
B0001NBLHC;1
B0001NXHDI;3
B0001O2H6U;2
B0001O2J22;5
B0001O3YVW;1
B0001O3YZI;1
B0001P1BWA;4
B0001POENI;4
B0001Q25P6;20
B0001QHWM2;5
B0001QNO38;4
B0001R9P58;1
B0001R9P8U;6
B0001RBFJ2;1
B0001RVRG8;3
B0001TSWOQ;1
B0001UM21E;3
B0001VG3MC;5
B0001VGFH0;1
B0001VQEXU;1
B0001VS866;2
B0001VWPGA;1
B0001W1HLI;2
B0001W8E1E;1
B0001W8E3C;2
B0001W8Q8A;1
B0001WAGVA;3
B0001WANWC;12
B0001WANWM;4
B0001WANWW;11
B0001WGEKW;1
B0001WGEL6;5
B0001WW87A;2
B0001XALUU;1
B0001XALXW;1
B0001XAORA;4
B0001XAQ78;7
B0001XAQAU;1
B0001XAQBO;2
B0001XAQIC;2
B0001XAQZK;1
B0001XAR6I;5
B0001XDVV6;3
B0001XDYR2;2
B0001XDYSQ;2
B0001XLVY0;1
B0001XLW3U;1
B0001XLWWQ;1
B0001XLXAM;3
B0001XLXWK;8
B0001XLYE2;1
B0001XQ81G;1
B0001XQGQI;9
B0001XXB6Q;1
B0001Y1I6A;1
B0001Y4JHK;7
B0001Y7CL0;2
B0001Y9M5E;2
B0001YFMUS;4
B0001YFYYM;8
B0001YNK8O;1
B0001Z232C;2
B0001Z2QVA;2
B0001Z2XCW;1
B0001Z36IW;3
B0001Z3754;1
B0001Z375O;1
B0001Z37C2;1
B0001Z3HS6;1
B0001Z4P2S;1
B0001Z4P78;3
B0001Z4PAA;1
B0001Z4PHS;9
B0001Z4PQ4;3
B0001Z4PSW;6
B0001Z53LU;4
B0001ZA2IE;2
B0001ZA2RU;1
B0001ZA3CO;1
B0001ZA4PK;5
B0001ZDK7Y;1
B0001ZJQ8G;1
B0001ZMWRI;1
B0001ZUGOE;1
B0001ZUIXI;6
B0001ZWBAG;3
B0001ZWJBM;3
B0001ZWKQG;1
B0001ZWLFG;3
B0001ZX4GQ;1
B0001ZXMOU;3
B0001ZXOL6;5
B00020H8OE;17
B00020HB78;1
B00020HDVW;8
B00020HEQQ;1
B00020OPZO;1
B00020QWBO;5
B00020QWE6;1
B00020QX0E;3
B00020QX18;1
B00020SD0M;1
B000218YQO;1
B0002198GO;8
B00021NWAC;74
B00021SUGS;2
B00021SUHC;1
B00021SUHM;1
B00021SUIG;2
B00021SUIQ;2
B00021T5SU;4
B00021TDQE;1
B00021XHVG;4
B00021XHVQ;1
B00021XI0Q;1
B00021Y0J4;12
B000222DX8;16
B0002234WC;4
B0002234XG;2
B000228WU6;2
B00022FWCW;2
B00022FWKO;7
B00022FWVS;3
B00022LI2K;1
B00022LJF6;1
B00022LZWI;1
B00022LZWS;2
B00022M414;1
B00022M46Y;4
B00022M48M;1
B00022M9AA;2
B00022OA2A;7
B00022OA2U;3
B00022OA3O;3
B00022OA48;45
B00022OFQ6;2
B00022V8PW;1
B00022XECC;1
B00022XECM;1
B00022XOAO;13
B000230I7A;11
B000231UD6;1
B000239MMW;1
B00023C3YG;13
B00023C3Z0;6
B00023P46U;3
B00023XDY0;10
B000244NSO;1
B000246SIW;4
B000246SKU;54
B000246SZK;28
B0002475DY;6
B0002475IE;2
B0002476GU;2
B0002476OC;1
B000249EWY;1
B000249FBY;1
B00024BJZO;4
B00024OPCI;24
B00024VU58;3
B00025256A;2
B000253IE8;6
B000253J9C;1
B000253KK0;1
B000253TT2;4
B000253TTC;2
B000254306;1
B000254WXY;1
B000255LUW;1
B00025XH8U;4
B00025YHTI;3
B000260QCY;2
B000260QEM;6
B000267W5S;3
B000267W9Y;2
B000267ZB4;7
B0002681CG;1
B0002682EI;1
B000268A2W;5
B000268HZM;10
B000268I4W;3
B000269S2I;19
B00026BOFM;38
B00026BOG6;2
B00026BOHA;19
B00026BXSU;8
B00026BXTE;2
B00026I0AO;13
B00026W2LW;1
B00026W65Y;2
B00026WVLS;1
B000273AOY;4
B000274TM6;1
B00027CC52;3
B00027EQEC;3
B00027ET8A;3
B00027IWTW;1
B00027JY6W;2
B00027JYXU;1
B00027JZ48;1
B00027LD9S;1
B00027OCXM;18
B00027X2Z6;1
B00027X34Q;2
B00027Y4AI;1
B00027Y5EI;1
B000281RXY;3
B000281S6U;4
B000284W4K;12
B000284W4U;3
B000284W54;1
B000284W5E;6
B000284WEU;2
B000285KR8;4
B000286Q6M;1
B000286RXO;16
B00028HOE0;1
B00028HOOK;4
B00028RL6Q;2
B00028XEDU;27
B000294T4C;1
B000294TE2;2
B000295T00;1
B000297NM2;7
B000297NMC;11
B000297NMW;4
B00029BP58;4
B00029BPEY;2
B00029BPL2;1
B00029CXBI;4
B00029CXCM;3
B00029HDT0;70
B00029HVD8;6
B00029KSZ6;2
B00029KZO0;3
B00029LNDC;5
B00029LNFK;3
B00029LOC2;3
B00029MKQG;1
B00029MTMQ;651
B00029NMDQ;1
B00029NVLE;1
B00029RRIM;6
B00029RRJ6;2
B00029RSW2;1
B00029TKGO;1
B00029U0YU;7
B00029U0ZE;5
B00029W4LC;2
B00029X1G4;2
B00029XAUG;6
B00029Y7TO;2
B00029Y7WQ;5
B0002A2RTU;36
B0002A2RZY;1
B0002A2S08;6
B0002A2S0I;3
B0002A2S0S;1
B0002A2VT6;3
B0002A9V3A;4
B0002A9V6C;37
B0002A9V76;7
B0002A9V7Q;4
B0002A9V80;2
B0002AAFX0;2
B0002AAPB2;2
B0002ABOFI;1
B0002ABOFS;84
B0002ABSBI;1
B0002ABSVS;1
B0002ABTCQ;1
B0002ABUHU;2
B0002ADXES;2
B0002AGMBY;11
B0002AGMCS;7
B0002AGMD2;17
B0002AWJ9I;1
B0002B14XY;1
B0002B6LQO;1
B0002B7PEG;1
B0002B81CG;1
B0002B8DHO;2
B0002B8E00;3
B0002B8HWA;1
B0002B8HWU;1
B0002B9H24;2
B0002B9H4C;1
B0002BABIS;1
B0002BABLA;1
B0002BABXI;1
B0002BACAA;8
B0002BACAK;18
B0002BACB4;89
B0002BACBO;24
B0002BACQ4;1
B0002BBNCQ;3
B0002BBND0;14
B0002BBO9S;2
B0002BBOA2;1
B0002BBOOS;8
B0002BBOPC;18
B0002BBOR0;32
B0002BBOSO;1
B0002BBQJQ;7
B0002BBQKA;3
B0002BBVN2;57
B0002BEO5O;5
B0002BF1KG;1
B0002BF1L0;5
B0002BF3Z4;2
B0002BF3ZO;1
B0002BFGTW;2
B0002BG13W;17
B0002BG14G;5
B0002BG1AU;1
B0002BG1T6;1
B0002BG1U0;17
B0002BG1VE;1
B0002BG1X2;1
B0002BG1ZA;5
B0002BG27C;2
B0002BG2BS;5
B0002BG2DQ;54
B0002BG2EA;11
B0002BG2FO;7
B0002BG2GS;1
B0002BG2I6;11
B0002BG2IQ;4
B0002BG2JA;1
B0002BG2QI;6
B0002BG2R2;38
B0002BG2S6;17
B0002BG2U4;1
B0002BG2VI;2
B0002BG34Y;1
B0002BG3VW;1
B0002BG40M;7
B0002BG41Q;1
B0002BG4CU;1
B0002BG4DE;4
B0002BG4EI;3
B0002BG4F2;2
B0002BG4I4;4
B0002BG4JI;5
B0002BG4O8;26
B0002BG4PC;2
B0002BG4RK;1
B0002BG4S4;12
B0002BG4SO;2
B0002BG4UC;2
B0002BG4V6;3
B0002BG4WA;3
B0002BG4WU;2
B0002BNVA8;1
B0002BNYBY;1
B0002BNYGY;3
B0002BNYO6;2
B0002BNYP0;1
B0002BO094;2
B0002BQPFG;4
B0002BSRM0;5
B0002BWLLS;2
B0002BXO3C;2
B0002BXO5U;6
B0002C99O4;1
B0002C99RG;1
B0002C99US;1
B0002C9W14;4
B0002CBRCQ;4
B0002CH8OW;1
B0002CHL0I;4
B0002CHN9W;2
B0002CHPMC;1
B0002CHQXA;1
B0002CSAZS;1
B0002CSB6G;2
B0002CSBAM;1
B0002CSBBQ;1
B0002CSBC0;1
B0002CSBCK;2
B0002CSBDE;1
B0002CU088;1
B0002CU0A6;1
B0002CX20G;1
B0002CYU98;1
B0002CYU9I;25
B0002CZG0U;4
B0002CZK92;1
B0002CZQ00;2
B0002CZQ0K;1
B0002CZQD2;1
B0002CZQEG;1
B0002CZQF0;6
B0002CZQFA;3
B0002CZQFK;1
B0002CZQG4;1
B0002CZQH8;4
B0002CZQHI;5
B0002CZQIC;9
B0002CZQJ6;10
B0002CZQJG;3
B0002CZQJQ;3
B0002CZQK0;3
B0002CZQKA;4
B0002CZQKK;2
B0002CZQKU;3
B0002CZQLO;1
B0002CZQLY;4
B0002CZQM8;2
B0002CZQMI;2
B0002CZQMS;3
B0002CZQO6;3
B0002CZQOQ;4
B0002CZQPU;3
B0002CZQQE;1
B0002CZQS2;1
B0002CZQSM;1
B0002CZQTG;2
B0002CZQTQ;6
B0002CZQWI;1
B0002CZQZU;20
B0002CZR2C;6
B0002CZR2M;16
B0002CZR3G;19
B0002CZR40;1
B0002CZR5E;1
B0002CZR7C;13
B0002CZR7M;6
B0002CZR7W;6
B0002CZR86;5
B0002CZR8G;6
B0002CZR9K;1
B0002CZR9U;3
B0002CZRAE;2
B0002CZRCM;4
B0002CZRDQ;30
B0002CZREK;1
B0002CZREU;5
B0002CZRFE;12
B0002CZRJ0;3
B0002CZRJU;1
B0002CZRMC;20
B0002CZRMW;2
B0002CZRN6;1
B0002CZRNQ;6
B0002CZRRC;1
B0002CZRT0;1
B0002CZRTK;5
B0002CZRTU;2
B0002CZRU4;13
B0002CZRUY;1
B0002CZRZ4;16
B0002CZRZO;2
B0002CZS1C;1
B0002CZS1W;1
B0002CZS4O;2
B0002CZS76;1
B0002CZS7Q;2
B0002CZS80;1
B0002CZSBW;3
B0002CZSDK;59
B0002CZSEE;40
B0002CZSEY;15
B0002CZSF8;1
B0002CZSFS;3
B0002CZSG2;3
B0002CZSGC;1
B0002CZSGM;4
B0002CZSH6;3
B0002CZSHG;6
B0002CZSHQ;1
B0002CZSI0;5
B0002CZSIK;1
B0002CZSJ4;5
B0002CZSJE;2
B0002CZSJO;296
B0002CZSJY;335
B0002CZSK8;3
B0002CZSKI;30
B0002CZSLM;3
B0002CZSMQ;1
B0002CZSNU;1
B0002CZSP8;8
B0002CZSPS;18
B0002CZSRG;1
B0002CZSRQ;5
B0002CZST4;59
B0002CZSTE;13
B0002CZSTY;2
B0002CZSUI;9
B0002CZSUS;3
B0002CZSVC;3
B0002CZSX0;10
B0002CZSXA;2
B0002CZSXK;1
B0002CZSXU;1
B0002CZSYO;2
B0002CZSYY;14
B0002CZSZ8;13
B0002CZSZI;6
B0002CZT0C;4
B0002CZT0M;113
B0002CZT1G;16
B0002CZT2A;22
B0002CZT2U;18
B0002CZT3E;4
B0002CZT5C;4
B0002CZTB6;1
B0002CZTHA;5
B0002CZTHK;1
B0002CZTI4;111
B0002CZTIE;77
B0002CZTIO;95
B0002CZTIY;19
B0002CZTJI;2
B0002CZTKC;1
B0002CZTOS;1
B0002CZTRA;30
B0002CZTSE;4
B0002CZTVQ;2
B0002CZTWA;2
B0002CZTX4;4
B0002CZTXO;10
B0002CZU0G;13
B0002CZU1U;18
B0002CZU2E;5
B0002CZU38;1
B0002CZU3S;2
B0002CZU42;2
B0002CZU56;30
B0002CZU5Q;4
B0002CZU6K;3
B0002CZU6U;7
B0002CZU7O;3
B0002CZU7Y;9
B0002CZU9C;9
B0002CZU9W;17
B0002CZUCO;20
B0002CZUD8;13
B0002CZUDS;3
B0002CZUEM;1
B0002CZUFQ;1
B0002CZUHE;4
B0002CZUHY;8
B0002CZUI8;5
B0002CZUIS;30
B0002CZUK6;24
B0002CZUN8;1
B0002CZUQA;3
B0002CZUQU;12
B0002CZURO;60
B0002CZURY;7
B0002CZUS8;5
B0002CZUSS;16
B0002CZUT2;3
B0002CZUTC;13
B0002CZUTM;149
B0002CZUTW;1
B0002CZUUG;226
B0002CZUV0;2
B0002CZUVA;7
B0002CZUVK;4
B0002CZUW4;8
B0002CZUWE;5
B0002CZUX8;1
B0002CZUYC;9
B0002CZUYM;5
B0002CZUYW;1
B0002CZUZ6;2
B0002CZV1E;9
B0002CZV2S;1
B0002CZV32;1
B0002CZV3M;6
B0002CZV46;88
B0002CZV50;6
B0002CZV64;4
B0002CZV6E;33
B0002CZV6O;13
B0002CZV6Y;4
B0002CZV78;23
B0002CZV7I;20
B0002CZV82;87
B0002CZV8C;12
B0002CZV8M;5
B0002CZV8W;8
B0002CZV9G;9
B0002CZV9Q;10
B0002CZVA0;43
B0002CZVAK;20
B0002CZVB4;10
B0002CZVBE;44
B0002CZVCI;9
B0002CZVDW;3
B0002CZVEQ;1
B0002CZVG4;68
B0002CZVHI;18
B0002CZVHS;20
B0002CZVI2;43
B0002CZVIC;3
B0002CZVIM;2
B0002CZVIW;12
B0002CZVJ6;7
B0002CZVK0;120
B0002CZVKA;12
B0002CZVKK;30
B0002CZVKU;7
B0002CZVN2;1
B0002CZVNC;1
B0002CZVO6;1
B0002CZVOQ;1
B0002CZVQ4;1
B0002CZVS2;12
B0002CZVU0;19
B0002CZVUA;21
B0002CZVUU;11
B0002CZVVE;24
B0002CZVW8;47
B0002CZVWS;87
B0002CZVX2;66
B0002CZVXM;320
B0002CZVYQ;4
B0002CZVZA;2
B0002CZVZK;66
B0002CZVZU;16
B0002CZW0Y;674
B0002CZW18;4
B0002CZW3G;2
B0002CZW3Q;15
B0002CZW4K;2
B0002CZW5Y;5
B0002CZW7M;3
B0002CZW8G;7
B0002CZW8Q;4
B0002CZWB8;7
B0002CZWBI;6
B0002CZWBS;4
B0002CZWC2;1
B0002CZWCM;4
B0002CZWK4;4
B0002CZWKE;4
B0002CZWKO;30
B0002CZWKY;7
B0002CZWL8;1
B0002CZWM2;5
B0002CZWMC;2
B0002CZWMM;4
B0002CZWN6;27
B0002CZWNG;13
B0002CZWNQ;2
B0002CZWOA;2
B0002CZWPE;2
B0002CZWV8;7
B0002CZWVI;5
B0002CZWW2;3
B0002CZWWM;4
B0002CZWYK;1
B0002CZWYU;5
B0002CZWZE;2
B0002CZWZO;2
B0002CZWZY;1
B0002CZX0I;1
B0002CZX3A;2
B0002CZX5S;9
B0002CZX62;5
B0002CZX6C;1
B0002CZX8U;1
B0002CZX9O;1
B0002CZXBC;1
B0002CZXI0;2
B0002CZXIA;1
B0002CZXIK;1
B0002CZXIU;2
B0002CZXJE;1
B0002CZXK8;1
B0002CZXKS;4
B0002CZXLM;1
B0002CZXMG;2
B0002CZXMQ;8
B0002CZXN0;4
B0002CZXNA;1
B0002CZXNU;1
B0002CZXO4;31
B0002CZXOE;2
B0002CZXOO;6
B0002CZXQC;1
B0002CZXRQ;5
B0002CZXS0;14
B0002CZXSA;4
B0002CZXY4;4
B0002CZXYY;2
B0002CZY48;1
B0002CZYES;10
B0002CZYGG;2
B0002CZYHK;29
B0002CZYJ8;2
B0002CZYJS;4
B0002CZYP2;8
B0002CZYPC;1
B0002CZYUC;5
B0002CZYUM;12
B0002CZYV6;10
B0002CZYW0;38
B0002CZYY8;14
B0002CZZ2E;1
B0002CZZ42;2
B0002CZZ4C;3
B0002CZZ4W;2
B0002CZZ56;2
B0002CZZ5G;1
B0002CZZ5Q;2
B0002CZZ60;20
B0002CZZ6U;5
B0002CZZ74;1
B0002CZZ7O;19
B0002CZZ7Y;2
B0002CZZD8;1
B0002CZZDI;11
B0002CZZDS;7
B0002CZZEW;1
B0002CZZG0;2
B0002CZZGA;5
B0002CZZH4;1
B0002CZZHO;3
B0002CZZJ2;14
B0002CZZJM;1
B0002CZZJW;1
B0002CZZLU;4
B0002CZZMO;3
B0002CZZMY;1
B0002CZZNI;46
B0002CZZV0;1
B0002CZZW4;89
B0002CZZXS;1
B0002D000U;1
B0002D0014;1
B0002D005A;2
B0002D008C;2
B0002D008W;2
B0002D0096;108
B0002D00AU;4
B0002D00B4;8
B0002D00BE;44
B0002D00BO;5
B0002D00F0;36
B0002D00FA;4
B0002D00FK;21
B0002D00FU;1
B0002D00GY;4
B0002D00H8;87
B0002D00HS;8
B0002D00I2;7
B0002D00IC;1
B0002D00IM;1
B0002D00KU;1
B0002D00M8;1
B0002D00NM;1
B0002D00P0;1
B0002D00Q4;2
B0002D00RI;3
B0002D00TG;3
B0002D00UK;2
B0002D00UU;6
B0002D00VE;1
B0002D012M;1
B0002D012W;3
B0002D0136;3
B0002D013Q;3
B0002D0140;1
B0002D014K;17
B0002D014U;1
B0002D017W;1
B0002D0186;2
B0002D01E0;6
B0002D01EA;13
B0002D01HC;3
B0002D01IG;60
B0002D01J0;2
B0002D01JA;23
B0002D01JK;15
B0002D01JU;11
B0002D01K4;144
B0002D01KE;4
B0002D01KO;93
B0002D01MM;5
B0002D01N6;1
B0002D01OK;6
B0002D01PY;33
B0002D01Q8;9
B0002D01S6;1
B0002D01UE;1
B0002D01UO;6
B0002D01WW;3
B0002D01YA;6
B0002D01ZY;1
B0002D020I;18
B0002D0212;5
B0002D022G;4
B0002D022Q;1
B0002D0230;1
B0002D0244;2
B0002D026C;6
B0002D027G;3
B0002D027Q;1
B0002D02BC;1
B0002D02BM;43
B0002D02CQ;1
B0002D02F8;2
B0002D02FI;1
B0002D02FS;7
B0002D02HQ;4
B0002D02IA;4
B0002D02IU;244
B0002D02K8;40
B0002D02MG;9
B0002D02NA;17
B0002D02NK;5
B0002D02QM;2
B0002D02R6;6
B0002D02RG;7
B0002D02RQ;66
B0002D02T4;46
B0002D02TE;1
B0002D02XA;4
B0002D02YY;2
B0002D02ZI;2
B0002D030M;8
B0002D0316;1
B0002D0352;11
B0002D035C;28
B0002D036Q;9
B0002D0370;1
B0002D037U;1
B0002D0398;1
B0002D039I;3
B0002D03AC;1
B0002D03B6;10
B0002D03BG;27
B0002D03E8;3
B0002D03EI;4
B0002D03FW;3
B0002D03G6;4
B0002D03LQ;1
B0002D03NE;1
B0002D03P2;2
B0002D03SY;1
B0002D03T8;2
B0002D03TI;1
B0002D03UC;8
B0002D03UM;6
B0002D03UW;1
B0002D03VG;5
B0002D03X4;48
B0002D03XE;2
B0002D03Y8;19
B0002D03YI;7
B0002D03ZC;56
B0002D040G;1
B0002D0410;3
B0002D043S;2
B0002D0442;1
B0002D045Q;2
B0002D04B0;3
B0002D04BK;4
B0002D04EW;1
B0002D04GK;3
B0002D04H4;4
B0002D04JC;7
B0002D04NI;2
B0002D04OM;7
B0002D04PQ;2
B0002D04Q0;1
B0002D04RE;1
B0002D04RY;6
B0002D04SS;5
B0002D04T2;2
B0002D04TC;2
B0002D04U6;1
B0002D04VA;23
B0002D04VK;1
B0002D04WO;1
B0002D04X8;2
B0002D04YC;2
B0002D04YM;2
B0002D04Z6;15
B0002D0500;6
B0002D050K;1
B0002D050U;6
B0002D0514;1
B0002D051Y;1
B0002D054G;2
B0002D0550;1
B0002D056E;1
B0002D057S;4
B0002D058W;1
B0002D059Q;1
B0002D05BE;2
B0002D05CS;6
B0002D05DM;9
B0002D05FA;1
B0002D05FU;19
B0002D05K0;4
B0002D05KA;31
B0002D05KU;9
B0002D05MS;1
B0002D05NW;2
B0002D05OQ;1
B0002D05PK;7
B0002D05Q4;1
B0002D05R8;1
B0002D05RS;8
B0002D05SW;1
B0002D05T6;10
B0002D05TG;2
B0002D05TQ;5
B0002D05UA;1
B0002D05UK;1
B0002D05UU;1
B0002D05V4;9
B0002D05WI;1
B0002D05WS;8
B0002D05X2;6
B0002D05YG;4
B0002D05ZA;5
B0002D060E;1
B0002D0618;1
B0002D061I;2
B0002D0622;4
B0002D063Q;3
B0002D0640;1
B0002D066I;4
B0002D0672;1
B0002D06AE;6
B0002D06B8;1
B0002D06CM;1
B0002D06DG;7
B0002D06DQ;9
B0002D06EK;9
B0002D06EU;17
B0002D06GI;3
B0002D06HM;1
B0002D06IG;19
B0002D06OK;2
B0002D06Q8;1
B0002D06R2;4
B0002D06RM;4
B0002D06S6;2
B0002D06T0;2
B0002D06U4;1
B0002D06Y0;2
B0002D06YA;1
B0002D06YK;4
B0002D06YU;1
B0002D06ZE;2
B0002D0708;6
B0002D070I;22
B0002D071C;7
B0002D071M;3
B0002D072G;10
B0002D072Q;7
B0002D0730;2
B0002D073A;1
B0002D073U;3
B0002D076M;2
B0002D079Y;8
B0002D07A8;5
B0002D07AI;2
B0002D07AS;1
B0002D07DK;1
B0002D07F8;2
B0002D07FI;12
B0002D07KI;1
B0002D07SU;1
B0002D07US;2
B0002D07W6;1
B0002D07X0;1
B0002D07YO;1
B0002D07ZS;3
B0002D080C;19
B0002D0816;3
B0002D082K;5
B0002D082U;3
B0002D083E;22
B0002D0852;2
B0002D085M;1
